CLUSTER 0
new,0.003479441
day,0.002204035
state,0.002169
said,0.002043675
year,0.001959145
time,0.001806168
york,0.0018053079999999998
week,0.001785991
work,0.0017397460000000001
citi,0.001730508
two,0.001717222
one,0.0016980889999999998
compani,0.001673674
world,0.001668094
presid,0.001553433
make,0.001530296
american,0.0015043329999999998
first,0.0014987029999999999
highlight,0.001471201
unit,0.0014684239999999999

CLUSTER 1
new,0.07906247
york,0.07847431
connecticut,0.06289629
jersey,0.057854
guid,0.05369623
lotteri,0.05036709
number,0.04182276
word,0.03359361
appear,0.03163306
recreat,0.02875041
articl,0.0280065
past,0.02760649
time,0.02458752
cultur,0.02348587
event,0.02308679
citi,0.01927597
year,0.01883966
area,0.01415614
select,0.01400614
perform,0.01359458

