CLUSTER 0
new,0.0034446959999999997
state,0.002204626
said,0.002110658
year,0.0020023420000000003
day,0.001962231
work,0.0017959710000000002
time,0.001793121
one,0.0017625820000000002
two,0.0017332970000000002
compani,0.001725247
world,0.0017218729999999998
york,0.00170786
week,0.0016763479999999998
make,0.0015643760000000001
citi,0.001561675
presid,0.0015593620000000001
first,0.00152613
unit,0.0015052879999999998
peopl,0.001490651
american,0.00148474

CLUSTER 1
connecticut,0.15055220000000002
jersey,0.1425745
lotteri,0.13873339999999998
new,0.1216634
number,0.11649589999999999
york,0.09313148
inform,0.02250667
sale,0.01934914
numbersfor,0.004407248
win,0.003167083
trip,0.00227597
type,0.00205672
c,0.0019210610000000002
give,0.0018344529999999998
trayvon,0.00177353
bennet,0.0017582589999999999
ninestori,0.0017582589999999999
sociolog,0.001735304
provenc,0.001682827
riverrun,0.001682827

CLUSTER 2
photo,0.11976220000000001
scene,0.08430241
diari,0.05907616
fashion,0.04435812
week,0.03189611
ukrain,0.03088737
india,0.02140016
gaza,0.01833175
men,0.01680157
israel,0.01487291
milan,0.01303008
citi,0.01201949
piola,0.0109016
valerio,0.0108206
mcclintock,0.01066537
york,0.01059469
south,0.01054773
mezzanotti,0.01054559
alfredo,0.01027802
sonni,0.009738127

CLUSTER 3
guid,0.1175255
york,0.06861151
citi,0.06832892
new,0.04876193
select,0.0478633
area,0.04295623
critic,0.04145501
perform,0.03945274
festiv,0.0238734
standup,0.01887344
instal,0.01676459
show,0.01674307
preview,0.01645218
comedi,0.01633589
music,0.01488423
exhibit,0.01420788
concert,0.01287882
classic,0.01277241
jazz,0.01276586
product,0.01267441

CLUSTER 4
ryan,0.24261010000000002
attitud,0.08632345
dont,0.07669231
virgin,0.07026969
arena,0.06154748
puzzl,0.06134074
buy,0.05170816
wrong,0.05137985
island,0.04087553
anymor,0.03667425
hunterreay,0.0365593
brickyard,0.0354518
unemploy,0.02878442
exist,0.026972
benefit,0.02337935
driver,0.02242286
victori,0.01749889
sinc,0.01646935
first,0.01304043
TOTAL_DOCS,0.0

CLUSTER 5
know,0.2248038
start,0.1894005
need,0.1846473
day,0.15940910000000003
eyesight,0.01794087
retali,0.01502479
im,0.01467887
ethic,0.01412289
hero,0.01401853
drone,0.01376974
jazz,0.01307626
caught,0.01288036
ever,0.01222993
brief,0.01219561
hall,0.01206462
carri,0.01200257
field,0.01183759
print,0.01150001
associ,0.01134485
seventh,0.00885038

CLUSTER 6
print,0.25473229999999997
appear,0.2401726
juli,0.07345151
august,0.05669
may,0.03676891
june,0.03595068
april,0.02329421
septemb,0.02276784
reader,0.01411208
hive,0.01103349
sylvania,0.01100784
wnba,0.009440213000000001
geunhy,0.009430934
confus,0.008861889
adventur,0.008705929
damag,0.008663334
antonio,0.008627306
adopt,0.008522616
strong,0.008217189
movi,0.007899314000000001

CLUSTER 7
editor,0.2245688
comment,0.1510602
onlin,0.13442220000000002
letter,0.12340319999999999
enemi,0.02055126
evolv,0.02005324
societi,0.01868723
lawyer,0.01854791
chri,0.01800117
updat,0.01383071
selfdeclar,0.0137387
travesti,0.01340778
doe,0.01338701
wed,0.01297076
breeder,0.01292757
