http://www.nytimes.com/2014/09/24/technology/24shave.html	{"eyeglass":0.0666666667,"compani":0.1333333333,"product":0.0666666667,"accustom":0.0666666667,"profit":0.0666666667,"establish":0.0666666667,"sell":0.0666666667,"margin":0.0666666667,"opportun":0.0666666667,"see":0.0666666667,"mattress":0.0666666667,"plump":0.0666666667,"ecommerc":0.0666666667,"institut":0.0666666667}
http://www.nytimes.com/2014/09/24/nyregion/24arabbank.html	{"expert":0.0526315789,"pay":0.0526315789,"said":0.0526315789,"suggest":0.0526315789,"near":0.0526315789,"mani":0.0526315789,"ask":0.0526315789,"found":0.0526315789,"support":0.0526315789,"knowingli":0.0526315789,"terror":0.0526315789,"legal":0.0526315789,"exceed":0.0526315789,"billion":0.0526315789,"factor":0.0526315789,"liabl":0.0526315789,"may":0.0526315789,"judgment":0.0526315789,"next":0.0526315789}
http://www.nytimes.com/2014/09/24/nyregion/24grandcentral.html	{"million":0.0833333333,"penson":0.0833333333,"block":0.0833333333,"tower":0.0833333333,"andrew":0.0833333333,"termin":0.0833333333,"could":0.0833333333,"grand":0.0833333333,"build":0.0833333333,"offer":0.0833333333,"central":0.0833333333,"homecook":0.0833333333}
http://www.nytimes.com/2014/09/28/magazine/thai-style-thai.html	{"flavor":0.125,"owner":0.125,"khao":0.125,"dish":0.125,"reflect":0.125,"kin":0.125,"youth":0.125,"kravi":0.125}
http://wordplay.blogs.nytimes.com/2014/09/23/get-off-the-ground/	{"andi":0.3333333333,"return":0.3333333333,"french":0.3333333333}
http://tmagazine.blogs.nytimes.com/2014/09/24/bangs-beauty-trend/	{"enough":0.0588235294,"ingnu":0.0588235294,"heavyweight":0.0588235294,"rebel":0.0588235294,"shear":0.0588235294,"anyon":0.0588235294,"worn":0.0588235294,"full":0.0588235294,"mysteri":0.0588235294,"long":0.0588235294,"polit":0.0588235294,"make":0.0588235294,"literari":0.0588235294,"perfect":0.0588235294,"pick":0.0588235294,"bang":0.0588235294,"turkey":0.0588235294}
http://www.nytimes.com/2014/09/25/world/middleeast/syria-isis.html	{"border":0.0714285714,"kurdish":0.0714285714,"islam":0.0714285714,"villag":0.0714285714,"besieg":0.0714285714,"state":0.0714285714,"thousand":0.0714285714,"refuge":0.0714285714,"send":0.0714285714,"ten":0.0714285714,"milit":0.0714285714,"number":0.0714285714,"near":0.0714285714,"econom":0.0714285714}
http://www.nytimes.com/2014/09/24/opinion/america-out-of-whack.html	{"distribut":0.1666666667,"growth":0.1666666667,"fairli":0.1666666667,"reward":0.1666666667,"arent":0.1666666667,"appear":0.1666666667}
http://learning.blogs.nytimes.com/2014/09/24/word-of-the-day-depose/	{"past":0.125,"year":0.125,"york":0.125,"articl":0.125,"new":0.125,"time":0.125,"word":0.125,"continu":0.125}
http://www.nytimes.com/2014/09/25/opinion/egypts-hunger-strikers.html	{"desper":0.1111111111,"grow":0.1111111111,"plight":0.1111111111,"polit":0.1111111111,"regim":0.1111111111,"ignor":0.1111111111,"among":0.1111111111,"prison":0.1111111111,"bodi":0.1111111111}
http://well.blogs.nytimes.com/2014/09/24/is-exercise-bad-for-your-teeth/	{"new":0.0769230769,"good":0.0769230769,"teeth":0.0769230769,"almost":0.0769230769,"studi":0.0769230769,"vigor":0.0769230769,"surpris":0.0769230769,"perhap":0.0769230769,"exercis":0.0769230769,"accord":0.0769230769,"except":0.0769230769,"athlet":0.0769230769,"decis":0.0769230769}
http://www.nytimes.com/2014/09/24/opinion/reluctantly-helping-assad.html	{"alassad":0.0909090909,"syria":0.0909090909,"presid":0.0909090909,"obama":0.0909090909,"carri":0.0909090909,"bashar":0.0909090909,"benefit":0.0909090909,"stand":0.0909090909,"airstrik":0.0909090909,"administr":0.0909090909,"council":0.0909090909}
