CLUSTER 0
televis,0.23114920000000003
highlight,0.2193548
respond,0.01509607
amend,0.007355456
toward,0.006707403000000001
interest,0.006346846999999999
news,0.006065918000000001
reader,0.005858559
could,0.005670308000000001
men,0.004545635
applebe,0.00432499
bala,0.00432499
midamateur,0.004289355999999999
muay,0.004289355999999999
gloom,0.004236221
hearten,0.004199657
moist,0.004199657
quarrel,0.004199657
yardstick,0.004180227
increas,0.004172236

CLUSTER 1
quotat,0.2713791
day,0.11683489999999999
juli,0.03769591
august,0.03645486
septemb,0.03583275
tuesday,0.025255
may,0.02480955
wednesday,0.02431852
saturday,0.02346994
june,0.02055683
thursday,0.02055679
sunday,0.0198952
monday,0.01693434
april,0.01427596
friday,0.01330728
plan,0.005122492
ecuador,0.00446678
win,0.00400479
land,0.003985936
daney,0.0039000320000000003

CLUSTER 2
new,0.004338921
york,0.0025763
state,0.002176568
said,0.002048594
year,0.001958664
citi,0.00187486
day,0.0018532779999999999
time,0.0018228670000000002
week,0.0018082
work,0.001760534
two,0.0017179110000000001
one,0.0017074979999999998
compani,0.001691236
world,0.001675334
presid,0.0015729370000000002
make,0.0015379839999999998
show,0.001513598
american,0.0015067239999999999
first,0.001490059
unit,0.0014753020000000002

CLUSTER 3
correct,0.20713800000000002
print,0.20367910000000003
appear,0.1627909
juli,0.03498295
august,0.03447865
may,0.03375575
septemb,0.03283784
june,0.03123267
april,0.009778779
select,0.0033035259999999998
reader,0.003155497
creat,0.0029395209999999996
highlight,0.002874317
respond,0.002844396
leader,0.002798857
servic,0.002709465
slowtalk,0.002619501
mashup,0.002564496
calligraphi,0.002517593
gargantuan,0.002508197

CLUSTER 4
word,0.1607482
past,0.13900220000000002
appear,0.132721
articl,0.1302229
time,0.1080138
york,0.09420901
year,0.08884683
new,0.06791225
crossword,0.005816617
two,0.005274593
also,0.00450602
test,0.004457969
four,0.003938027
one,0.003033792
seven,0.003005313
hindenburg,0.002608491
geometri,0.002565404
three,0.002487344
phil,0.0019351479999999998
content,0.001901613

CLUSTER 5
scene,0.12096749999999999
interest,0.1003947
particular,0.09669087
book,0.0959931
review,0.07117589
paperback,0.07050379
film,0.06287741
recent,0.04109302
direct,0.02709642
director,0.01297825
time,0.008455627
holden,0.008291992
fault,0.007921961
implic,0.007626557
morn,0.0074290219999999995
documentari,0.006797559
here,0.006689953
critic,0.006082351999999999
talk,0.005069169
catherin,0.00503904

CLUSTER 6
nightli,0.2873275
readi,0.2738473
brief,0.2566196
know,0.02335002
need,0.01067858
here,0.008894161999999999
start,0.007264695
latterday,0.006513995
day,0.00651375
washer,0.006326679
kean,0.006163283
shorelin,0.006077605
braid,0.006058015
hike,0.005974365
bader,0.00592415
concerto,0.005905413000000001
baghdad,0.005141884
mari,0.004844285
isnt,0.004815915
divis,0.004672295999999999

CLUSTER 7
photo,0.1493717
ukrain,0.08511387
india,0.05300165
gaza,0.05110916
citi,0.04269058
israel,0.04144265
south,0.02802967
afghanistan,0.0274912
spain,0.02429659
africa,0.02264024
iraq,0.02141996
syria,0.02108274
turkey,0.02090629
pakistan,0.01931556
china,0.01763082
liberia,0.01405905
washington,0.01396916
palestin,0.01330648
germani,0.01114579
philippin,0.01106977

