CLUSTER 0
new,0.004506965999999999
york,0.0028079940000000003
year,0.002229558
state,0.002159191
time,0.002109886
said,0.0020556660000000003
citi,0.001964824
day,0.001770563
work,0.001761859
one,0.0017325029999999998
two,0.0017133779999999998
compani,0.00170703
world,0.0016807970000000002
appear,0.001663565
week,0.0016410620000000002
make,0.00153611
presid,0.0015283229999999998
show,0.001511688
first,0.001505231
unit,0.001477091

CLUSTER 1
documentari,0.27322909999999995
futur,0.22740370000000001
critic,0.2210592
review,0.11744760000000001
big,0.08160378
go,0.07925665
TOTAL_DOCS,0.0
aa,0.0
aaa,0.0
aadmi,0.0
aam,0.0
aamer,0.0
aan,0.0
aaron,0.0
aaronss,0.0
aarp,0.0
aba,0.0
ababa,0.0
aback,0.0
abadi,0.0

CLUSTER 2
polit,0.06485466
parti,0.004124755999999999
presid,0.003618592
elect,0.0031636159999999997
state,0.003030518
democrat,0.0028882540000000003
leader,0.00274861
nation,0.0027465140000000002
republican,0.002355312
say,0.002125885
econom,0.002120879
militari,0.00211276
govern,0.0020846320000000003
countri,0.0020763279999999997
new,0.002068439
power,0.002053516
money,0.002045644
would,0.002031468
senat,0.0019633289999999998
end,0.001918877

CLUSTER 3
here,0.1862862
know,0.1732682
need,0.14938320000000002
start,0.14204160000000002
day,0.1231954
nightli,0.01951029
brief,0.01048468
stori,0.009753851
readi,0.007755026
biggest,0.006840476999999999
today,0.006537301999999999
stretch,0.004346244
eyesight,0.004008065999999999
farthestreach,0.003903921
fireplac,0.003828447
midapril,0.003813866
kasparov,0.003779936
carnag,0.0037265970000000003
maloney,0.003638197
insect,0.0033818259999999997

CLUSTER 4
arm,0.2603224
america,0.2297214
life,0.205693
day,0.1477576
weekend,0.03510052
actual,0.01582301
north,0.01474004
turn,0.01362255
discuss,0.01246088
forget,0.009908979
stereotyp,0.00984996
chitchat,0.009283959
samesex,0.008440434
internet,0.00735134
other,0.00733875
tri,0.006780088
holiday,0.005805034000000001
TOTAL_DOCS,0.0
aa,0.0
aaa,0.0

CLUSTER 5
televis,0.4578107
respond,0.02408614
amend,0.01471091
reader,0.01171712
midamateur,0.008578711999999999
muay,0.008578711999999999
hearten,0.008399313
moist,0.008399313
quarrel,0.008399313
predica,0.008286224
cappi,0.008134175
peru,0.008027644
biotechnolog,0.007908669
gaug,0.007908669
coin,0.007845285
abraham,0.007790263
arabia,0.007719019000000001
proper,0.007697618000000001
lisa,0.007620892
whatev,0.0076035519999999995

CLUSTER 6
view,0.36408809999999997
opinion,0.21543850000000003
side,0.2
weak,0.11258969999999999
morn,0.1078838
TOTAL_DOCS,0.0
aa,0.0
aaa,0.0
aadmi,0.0
aam,0.0
aamer,0.0
aan,0.0
aaron,0.0
aaronss,0.0
aarp,0.0
aba,0.0
ababa,0.0
aback,0.0
abadi,0.0
abalon,0.0

CLUSTER 7
doesnt,0.5088434000000001
august,0.09004509
correct,0.08308555
advanc,0.0717881
age,0.07097859
appear,0.06447248
final,0.05730557
film,0.05348122
TOTAL_DOCS,0.0
aa,0.0
aaa,0.0
aadmi,0.0
aam,0.0
aamer,0.0
aan,0.0
aaron,0.0
aaronss,0.0
aarp,0.0
aba,0.0
ababa,0.0

